GPSDateTime,LineId,LineName,NextLevel,PrevLevel,Strlatlon,ToDir,VehicleId,VehicleNo,unknow
2019-01-16 23:59:59,7100,71,2,1,"121.335413,31.173188",1,沪D-R7103,Z5A-0021,1
2019-01-17 00:00:00,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:00:00,7100,71,24,23,"121.339955,31.173025",0,沪D-R5257,Z5A-0020,1
2019-01-17 00:00:01,7100,71,14,13,"121.409491,31.20433",0,沪D-R5192,Z5A-0013,1
2019-01-17 00:00:03,7100,71,15,14,"121.398615,31.200253",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:00:04,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:00:04,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:00:04,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:00:04,7100,71,14,13,"121.409249,31.204321",0,沪D-T0971,Z5A-0037,1
2019-01-16 23:59:59,7100,71,2,1,"121.335413,31.173188",1,沪D-R7103,Z5A-0021,1
2019-01-17 00:00:15,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:00:15,7100,71,24,23,"121.339726,31.172859",0,沪D-R5257,Z5A-0020,1
2019-01-17 00:00:16,7100,71,14,13,"121.409491,31.20433",0,沪D-R5192,Z5A-0013,1
2019-01-17 00:00:18,7100,71,15,14,"121.398704,31.200293",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:00:19,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:00:19,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:00:19,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:00:19,7100,71,14,13,"121.409249,31.204321",0,沪D-T0971,Z5A-0037,1
2019-01-16 23:59:59,7100,71,2,1,"121.335413,31.173188",1,沪D-R7103,Z5A-0021,1
2019-01-17 00:00:30,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:00:31,7100,71,14,13,"121.409491,31.20433",0,沪D-R5192,Z5A-0013,1
2019-01-17 00:00:33,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:00:33,7100,71,15,14,"121.396299,31.1992",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:00:34,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:00:34,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:00:34,7100,71,14,13,"121.409249,31.204321",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:00:35,7100,71,24,23,"121.337887,31.171533",0,沪D-R5257,Z5A-0020,1
2019-01-16 23:59:59,7100,71,2,1,"121.335413,31.173188",1,沪D-R7103,Z5A-0021,1
2019-01-17 00:00:46,7100,71,14,13,"121.409491,31.20433",0,沪D-R5192,Z5A-0013,1
2019-01-17 00:00:48,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:00:48,7100,71,15,14,"121.396049,31.199058",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:00:49,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:00:49,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:00:49,7100,71,14,13,"121.409249,31.204321",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:00:50,7100,71,24,23,"121.33645,31.17075",0,沪D-R5257,Z5A-0020,1
2019-01-17 00:00:50,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-16 23:59:59,7100,71,2,1,"121.335413,31.173188",1,沪D-R7103,Z5A-0021,1
2019-01-17 00:01:03,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:01:03,7100,71,15,14,"121.395883,31.198963",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:01:04,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:01:04,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:01:04,7100,71,14,13,"121.408941,31.204105",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:01:05,7100,71,24,23,"121.334337,31.169599",0,沪D-R5257,Z5A-0020,1
2019-01-17 00:01:05,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:01:06,7100,71,14,13,"121.408944,31.20391",0,沪D-R5192,Z5A-0013,1
2019-01-16 23:59:59,7100,71,2,1,"121.335413,31.173188",1,沪D-R7103,Z5A-0021,1
2019-01-17 00:01:18,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:01:18,7100,71,15,14,"121.39455,31.198205",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:01:19,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:01:19,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:01:19,7100,71,14,13,"121.407317,31.202966",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:01:20,7100,71,24,23,"121.333139,31.16925",0,沪D-R5257,Z5A-0020,1
2019-01-17 00:01:20,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:01:21,7100,71,14,13,"121.407417,31.20289",0,沪D-R5192,Z5A-0013,1
2019-01-16 23:59:59,7100,71,2,1,"121.335413,31.173188",1,沪D-R7103,Z5A-0021,1
2019-01-17 00:01:33,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:01:33,7100,71,16,15,"121.393384,31.197541",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:01:34,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:01:34,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:01:34,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:01:34,7100,71,14,13,"121.405701,31.2022",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:01:35,7100,71,24,23,"121.332145,31.170376",0,沪D-R5257,Z5A-0020,1
2019-01-17 00:01:36,7100,71,15,14,"121.405449,31.202029",0,沪D-R5192,Z5A-0013,1
2019-01-16 23:59:59,7100,71,2,1,"121.335413,31.173188",1,沪D-R7103,Z5A-0021,1
2019-01-17 00:01:48,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:01:48,7100,71,16,15,"121.393384,31.197541",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:01:49,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:01:49,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:01:49,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:01:49,7100,71,15,14,"121.404367,31.201837",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:01:50,7100,71,24,23,"121.333092,31.171011",0,沪D-R5257,Z5A-0020,1
2019-01-17 00:01:51,7100,71,15,14,"121.404571,31.201805",0,沪D-R5192,Z5A-0013,1
2019-01-16 23:59:59,7100,71,2,1,"121.335413,31.173188",1,沪D-R7103,Z5A-0021,1
2019-01-17 00:02:03,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:02:03,7100,71,16,15,"121.392886,31.197258",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:02:04,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:02:04,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:02:04,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:02:04,7100,71,15,14,"121.404367,31.201837",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:02:05,7100,71,2,1,"121.334616,31.172271",1,沪D-R5257,Z5A-0020,1
2019-01-17 00:02:06,7100,71,15,14,"121.404571,31.201805",0,沪D-R5192,Z5A-0013,1
2019-01-16 23:59:59,7100,71,2,1,"121.335413,31.173188",1,沪D-R7103,Z5A-0021,1
2019-01-17 00:02:18,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:02:18,7100,71,16,15,"121.392218,31.196878",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:02:19,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:02:19,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:02:19,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:02:19,7100,71,15,14,"121.404272,31.201812",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:02:20,7100,71,2,1,"121.334616,31.172271",1,沪D-R5257,Z5A-0020,1
2019-01-17 00:02:20,7100,71,15,14,"121.404302,31.20175",0,沪D-R5192,Z5A-0013,1
2019-01-16 23:59:59,7100,71,2,1,"121.335413,31.173188",1,沪D-R7103,Z5A-0021,1
2019-01-17 00:02:33,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:02:33,7100,71,16,15,"121.392053,31.196783",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:02:33,7100,71,15,14,"121.403416,31.201579",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:02:34,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:02:34,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:02:34,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:02:35,7100,71,2,1,"121.334616,31.172271",1,沪D-R5257,Z5A-0020,1
2019-01-17 00:02:35,7100,71,15,14,"121.403247,31.201537",0,沪D-R5192,Z5A-0013,1
2019-01-16 23:59:59,7100,71,2,1,"121.335413,31.173188",1,沪D-R7103,Z5A-0021,1
2019-01-17 00:02:48,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:02:48,7100,71,16,15,"121.39072,31.196024",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:02:48,7100,71,15,14,"121.40132,31.201006",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:02:49,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:02:49,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:02:49,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:02:50,7100,71,2,1,"121.334616,31.172271",1,沪D-R5257,Z5A-0020,1
2019-01-17 00:02:50,7100,71,15,14,"121.401148,31.201021",0,沪D-R5192,Z5A-0013,1
2019-01-16 23:59:59,7100,71,2,1,"121.335413,31.173188",1,沪D-R7103,Z5A-0021,1
2019-01-17 00:03:03,7100,71,15,14,"121.399606,31.200538",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:03:04,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:03:04,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:03:04,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:03:05,7100,71,2,1,"121.334616,31.172271",1,沪D-R5257,Z5A-0020,1
2019-01-17 00:03:05,7100,71,15,14,"121.399718,31.200612",0,沪D-R5192,Z5A-0013,1
2019-01-17 00:03:08,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:03:08,7100,71,17,16,"121.388555,31.194792",0,沪D-T0951,Z5A-0022,1
2019-01-16 23:59:59,7100,71,2,1,"121.335413,31.173188",1,沪D-R7103,Z5A-0021,1
2019-01-17 00:03:19,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:03:19,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:03:19,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:03:20,7100,71,2,1,"121.334616,31.172271",1,沪D-R5257,Z5A-0020,1
2019-01-17 00:03:20,7100,71,15,14,"121.39946,31.200572",0,沪D-R5192,Z5A-0013,1
2019-01-17 00:03:23,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:03:23,7100,71,17,16,"121.387222,31.194033",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:03:23,7100,71,15,14,"121.398704,31.200293",0,沪D-T0971,Z5A-0037,1
2019-01-16 23:59:59,7100,71,2,1,"121.335413,31.173188",1,沪D-R7103,Z5A-0021,1
2019-01-17 00:03:34,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:03:34,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:03:34,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:03:35,7100,71,2,1,"121.334616,31.172271",1,沪D-R5257,Z5A-0020,1
2019-01-17 00:03:35,7100,71,15,14,"121.397847,31.199942",0,沪D-R5192,Z5A-0013,1
2019-01-17 00:03:38,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:03:38,7100,71,17,16,"121.386972,31.19389",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:03:38,7100,71,15,14,"121.397645,31.199811",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:03:39,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-16 23:59:59,7100,71,2,1,"121.335413,31.173188",1,沪D-R7103,Z5A-0021,1
2019-01-17 00:03:48,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:03:49,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:03:50,7100,71,2,1,"121.334616,31.172271",1,沪D-R5257,Z5A-0020,1
2019-01-17 00:03:50,7100,71,15,14,"121.395896,31.198995",0,沪D-R5192,Z5A-0013,1
2019-01-17 00:03:53,7100,71,17,16,"121.385472,31.193036",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:03:53,7100,71,15,14,"121.396299,31.1992",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:03:54,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:03:54,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-16 23:59:59,7100,71,2,1,"121.335413,31.173188",1,沪D-R7103,Z5A-0021,1
2019-01-17 00:04:04,7100,71,2,1,"121.334616,31.172271",1,沪D-R5257,Z5A-0020,1
2019-01-17 00:04:04,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:04:05,7100,71,15,14,"121.395896,31.198995",0,沪D-R5192,Z5A-0013,1
2019-01-17 00:04:08,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:04:08,7100,71,18,17,"121.384223,31.192325",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:04:08,7100,71,15,14,"121.396133,31.199105",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:04:09,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:04:09,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-16 23:59:59,7100,71,2,1,"121.335413,31.173188",1,沪D-R7103,Z5A-0021,1
2019-01-17 00:04:19,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:04:20,7100,71,15,14,"121.395383,31.198745",0,沪D-R5192,Z5A-0013,1
2019-01-17 00:04:23,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:04:23,7100,71,18,17,"121.384223,31.192325",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:04:23,7100,71,15,14,"121.395384,31.19868",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:04:24,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:04:24,7100,71,2,1,"121.334616,31.172271",1,沪D-R5257,Z5A-0020,1
2019-01-17 00:04:24,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-16 23:59:59,7100,71,2,1,"121.335413,31.173188",1,沪D-R7103,Z5A-0021,1
2019-01-17 00:04:35,7100,71,15,14,"121.393858,31.197952",0,沪D-R5192,Z5A-0013,1
2019-01-17 00:04:38,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:04:38,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:04:38,7100,71,18,17,"121.384223,31.192325",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:04:38,7100,71,15,14,"121.394052,31.19792",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:04:39,7100,71,2,1,"121.334616,31.172271",1,沪D-R5257,Z5A-0020,1
2019-01-17 00:04:39,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:04:39,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-16 23:59:59,7100,71,2,1,"121.335413,31.173188",1,沪D-R7103,Z5A-0021,1
2019-01-17 00:04:50,7100,71,16,15,"121.392444,31.197088",0,沪D-R5192,Z5A-0013,1
2019-01-17 00:04:53,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:04:53,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:04:53,7100,71,18,17,"121.384058,31.192229",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:04:53,7100,71,16,15,"121.392886,31.197258",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:04:54,7100,71,2,1,"121.334616,31.172271",1,沪D-R5257,Z5A-0020,1
2019-01-17 00:04:54,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:04:54,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:05:08,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:05:08,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:05:08,7100,71,18,17,"121.383223,31.191755",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:05:08,7100,71,16,15,"121.392636,31.197115",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:05:09,7100,71,2,1,"121.334616,31.172271",1,沪D-R5257,Z5A-0020,1
2019-01-17 00:05:09,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:05:09,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:05:10,7100,71,16,15,"121.39196,31.196878",0,沪D-R5192,Z5A-0013,1
2019-01-17 00:05:23,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:05:23,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:05:23,7100,71,18,17,"121.382891,31.191567",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:05:23,7100,71,16,15,"121.392218,31.196878",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:05:24,7100,71,2,1,"121.334616,31.172271",1,沪D-R5257,Z5A-0020,1
2019-01-17 00:05:24,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:05:24,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:05:25,7100,71,16,15,"121.390084,31.195956",0,沪D-R5192,Z5A-0013,1
2019-01-17 00:05:38,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:05:38,7100,71,18,17,"121.382213,31.191251",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:05:38,7100,71,16,15,"121.392136,31.19683",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:05:39,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:05:39,7100,71,2,1,"121.334616,31.172271",1,沪D-R5257,Z5A-0020,1
2019-01-17 00:05:39,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:05:39,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:05:40,7100,71,17,16,"121.38837,31.194608",0,沪D-R5192,Z5A-0013,1
2019-01-17 00:05:53,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:05:53,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:05:53,7100,71,18,17,"121.380244,31.190622",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:05:53,7100,71,16,15,"121.391303,31.196356",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:05:54,7100,71,2,1,"121.334616,31.172271",1,沪D-R5257,Z5A-0020,1
2019-01-17 00:05:54,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:05:54,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:05:55,7100,71,17,16,"121.387232,31.193868",0,沪D-R5192,Z5A-0013,1
2019-01-17 00:06:07,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:06:08,7100,71,19,18,"121.377993,31.189902",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:06:08,7100,71,16,15,"121.390637,31.195977",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:06:09,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:06:09,7100,71,2,1,"121.334616,31.172271",1,沪D-R5257,Z5A-0020,1
2019-01-17 00:06:09,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:06:09,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:06:10,7100,71,17,16,"121.385813,31.19318",0,沪D-R5192,Z5A-0013,1
2019-01-17 00:06:22,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:06:23,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:06:23,7100,71,19,18,"121.377337,31.189693",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:06:23,7100,71,16,15,"121.390054,31.195645",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:06:24,7100,71,2,1,"121.334616,31.172271",1,沪D-R5257,Z5A-0020,1
2019-01-17 00:06:24,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:06:24,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:06:25,7100,71,18,17,"121.384783,31.192537",0,沪D-R5192,Z5A-0013,1
2019-01-17 00:06:37,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:06:38,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:06:38,7100,71,19,18,"121.377244,31.189663",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:06:38,7100,71,16,15,"121.389721,31.195456",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:06:39,7100,71,2,1,"121.334616,31.172271",1,沪D-R5257,Z5A-0020,1
2019-01-17 00:06:39,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:06:39,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:06:40,7100,71,18,17,"121.384783,31.192537",0,沪D-R5192,Z5A-0013,1
2019-01-17 00:06:53,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:06:53,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:06:53,7100,71,19,18,"121.377055,31.189603",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:06:53,7100,71,16,15,"121.389304,31.195219",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:06:54,7100,71,2,1,"121.334616,31.172271",1,沪D-R5257,Z5A-0020,1
2019-01-17 00:06:54,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:06:55,7100,71,18,17,"121.384783,31.192537",0,沪D-R5192,Z5A-0013,1
2019-01-17 00:06:57,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:07:08,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:07:08,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:07:08,7100,71,16,15,"121.388803,31.194934",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:07:09,7100,71,2,1,"121.334616,31.172271",1,沪D-R5257,Z5A-0020,1
2019-01-17 00:07:09,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:07:10,7100,71,18,17,"121.384139,31.19233",0,沪D-R5192,Z5A-0013,1
2019-01-17 00:07:12,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:07:13,7100,71,19,18,"121.376586,31.189454",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:07:23,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:07:23,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
2019-01-17 00:07:24,7100,71,2,1,"121.334616,31.172271",1,沪D-R5257,Z5A-0020,1
2019-01-17 00:07:24,7100,71,2,1,"121.334616,31.172271",1,沪D-R6051,Z5A-0007,1
2019-01-17 00:07:25,7100,71,18,17,"121.38223,31.191432",0,沪D-R5192,Z5A-0013,1
2019-01-17 00:07:27,7100,71,2,1,"121.334616,31.172271",1,沪D-R6079,Z5A-0018,1
2019-01-17 00:07:28,7100,71,19,18,"121.37443,31.188764",0,沪D-T0951,Z5A-0022,1
2019-01-17 00:07:28,7100,71,17,16,"121.387639,31.194271",0,沪D-T0971,Z5A-0037,1
2019-01-17 00:07:38,7100,71,2,1,"121.334853,31.171997",1,沪D-R6089,Z5A-0001,1
2019-01-17 00:07:38,7100,71,2,1,"121.334616,31.172271",1,沪D-R1273,Z5A-0002,1
